filename,cluster,category,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,pc19,pc20,pc21,pc22,pc23,pc24,pc25,pc26,pc27,pc28,pc29,pc30,pc31,pc32,pc33,pc34,pc35,pc36,pc37,pc38,pc39,pc40,pc41,pc42,pc43,pc44,pc45,pc46,pc47,pc48,pc49,pc50
C:\RA-CLIP\test_set\DRAW\90002985_00009.jpg,2,TEXT_HW,-0.12075877765557672,0.005455594456913663,0.18774011674252905,-0.04092585853700834,-0.09416585443310256,0.12466229500254498,0.07281793980233174,0.031883939834213754,0.07814819112144267,-0.0685010299200617,-0.016641196714981384,-0.013288825260222651,-0.034284405200370426,-0.026840139091604334,-0.023662873829976398,0.028622783846692555,0.04032668464559039,-0.0013934670200917915,0.023665164538018875,0.006333544839477713,0.023231320884199894,0.031849634484436715,0.003837013904692497,0.03672287684057242,-0.04620760748502857,0.043872526693347506,0.043552620165192166,-0.03808487365990534,0.052195217957743976,-0.02067081012534648,0.014772808291838305,-0.0019987156807171453,-0.01957478977398012,-0.019451692622008375,0.002617433283825055,0.0009079807255183387,-0.05352072376009242,0.009202309404018965,-0.025643704136999748,-0.022032038565198215,-0.008106609080784912,-0.03332251389670068,0.06711612473983178,-0.014481222018678977,-0.06018905023789393,0.002139433667967418,-0.016562388406261244,-0.013914715223696942,-0.007316556763640814,0.02059732642885974
C:\RA-CLIP\test_set\DRAW\90002985_00061.jpg,4,TEXT_TP,0.6161360345712953,0.15056918017820894,-0.16632913771564134,-0.2846381784153577,-0.16100633805787168,-0.04587803022294382,-0.04906094502800684,-0.04129668901934293,0.06682714199621981,-0.028895252211884485,0.0697945033943419,0.04333504874570563,0.03650777432602805,-0.00986010758228109,-0.03639312558198951,-0.03158962504404382,-0.07284865754575474,-0.03679490406063147,0.05182643358717168,0.005928772698956166,-0.025613529417751236,0.044322657233227675,-0.041663282996073636,-0.03835290579028665,0.008012428199772345,-0.017256793392090623,-0.019344954390952795,0.014914314406288055,-0.006719475741996234,0.025793441300195046,-0.03962464779617113,-0.03270870330714943,-0.026654049531325316,-0.009811829765272822,-0.005561592490784679,0.01286576261458221,0.013921524139583433,0.03464541959223228,0.03773946931445242,-0.0038020132392186817,0.01370593968053457,0.01467856171036586,0.06494367650667536,0.017388018991083172,0.006158695068436842,0.017124987316714413,0.015022341036548951,-0.056133632338295755,-0.021546621756043306,-0.0015850864757559597
C:\RA-CLIP\test_set\DRAW\90002989_00012.jpg,2,LINE_HW,-0.25577429594987355,0.14599704542170971,-0.037205556063269266,0.02736935446029795,-0.06648216931365952,0.04994882849187228,-0.09467982924052543,-0.015441461806995195,0.07432083484244219,-0.07117207664316687,-0.05618715473313494,0.012727713861130073,-0.04730053979320964,0.033011530332574895,-0.029622473420868996,-0.05857713643713662,-0.004351259961602272,0.003483773253862087,0.03783526601623064,0.007770714687638114,-0.02949953542596322,-0.03065871979125807,0.0011944663995834342,0.020047709715064355,0.00604751059295504,-0.014276295943700217,-0.001390697779405757,0.012961824821578777,-0.008480527043449638,0.0051238923124090905,-0.009962421330062289,0.0072449899684975975,-0.0005482391852929505,0.018750255211928416,-0.01375792192789101,-0.03781436911006771,-0.012154596545675411,-0.0033951046236802397,-0.0040353461600635115,-0.02398869545408143,-0.009029054355378796,-0.0054250864996319,0.003665876124353023,0.009224534188829828,-0.016830813202384103,0.0004633181551723091,0.0015393875772303199,-0.0035340480808481113,-0.0016041544971219564,0.011083995781851054
C:\RA-CLIP\test_set\DRAW\90002989_00053.jpg,2,TEXT,-0.17529509772128815,0.11685474279748513,-0.028683045949092854,-0.04028184572581427,-0.09817406865050494,0.11779938952108862,0.06855842894828179,0.019542926936286335,-0.04971830231332961,0.072911090170589,0.002950165018073198,0.03650970076536645,0.032624634374010884,0.06169200073115837,-0.01830176433475611,-0.0004383266947301493,0.0002952874912932329,0.09153971720686743,0.005438438465694185,-0.013637578241944273,-0.0002523188945590624,0.014869833360662646,0.01200307456957963,-0.027832017873297615,-0.010090220866174575,-0.05025856737689439,-0.008581141384676916,0.001625996398002474,0.015587466475687392,0.0046275044381804626,0.0070463831980646105,0.007898287892587983,-0.01680689492315577,0.05056488925835099,0.019361584287121765,0.010564079198937185,0.0039384680058768004,-0.041951912051728546,0.01091976364769594,-0.014495057899282071,-0.022097300175904652,0.034775271157323484,-0.02890093576708305,0.04014350118272239,0.00020192219216842976,-0.0006419465708590423,0.030387673108591733,0.004639679836136303,0.011194033222109791,0.022513957134826495
C:\RA-CLIP\test_set\DRAW\90002989_00136.jpg,3,LINE_MIX,-0.2753818682251171,0.08829194425089429,-0.24801958543553446,0.04233010275816818,-0.03768523314161662,-0.15267316434991918,0.07948234022904534,-0.01837077269232679,-0.011486824145413717,0.00827957804543459,0.029661125071227288,0.034726373178158396,-0.028293585261778144,0.02045765061668433,-0.012013387930747342,0.025025290464644988,0.028490294224858843,0.027409892193706646,0.009167371454147318,0.0045652984350121545,-0.0029724661293424005,0.008925308255938872,-0.05179235871970719,-0.02508248199511113,-0.019236413251373805,-0.0012267348188727415,0.0067541913665023065,-0.005448776955893304,-0.022239563523451803,0.0030769490870213617,0.0002052711094456657,-0.0016641350658640392,0.0029111454133916993,-0.00042276201815017096,0.009231565351221356,0.0017459258904458485,0.019011027183854515,-0.014044562216822829,-0.018340896433122613,-0.015866591843040866,0.026422066896204494,-0.011877852381839056,0.014964640818647805,0.003141726289919569,-0.0003938930850745781,0.0004781624342867249,-0.002803158043874985,0.0007096445850108655,0.013788725687325051,0.008227869044377284
C:\RA-CLIP\test_set\DRAW\90002995_00035.jpg,5,MISC,0.5040459008667526,-0.01383821729105107,-0.01219302520909115,0.5594895582957997,-0.00785984061233251,0.08398601204913712,0.05306849482445266,-0.2046649365474089,-0.013693762602411308,0.01377485931008104,-0.003574998798318861,0.034554898058871415,-0.010899656860174998,-0.0023338358416728883,-0.0017936952548401241,0.025472904533599478,-0.023554003123959714,0.022721478253710566,0.024057068597997253,-0.0017515346784627891,0.023694190611274268,0.0015611160032556208,-0.013931864517749769,-0.018586041378773246,-0.010479807757626811,0.026731538542267626,-0.01362243480560669,-0.007832709119118014,-0.0077097535751664914,-0.01852046035239656,-0.022630847562022976,-0.005027028998205408,0.020099293849808655,0.01069713555277622,0.009310430022556895,0.0015287977829462466,-0.004631800900295337,0.0015580915910156552,0.021246298278582647,-0.02870387945943078,0.010322903103766925,0.006851328223530187,0.009102970153616285,-0.022097417852849736,0.027610249858004834,-0.0017686173360283008,0.01784621077138155,0.02553796309467008,0.01078470421252248,-0.021961575656564945
C:\RA-CLIP\test_set\DRAW\90002995_00074.jpg,0,PHOTO,-0.05104524432133763,-0.5937680927006891,-0.1316199208214963,-0.03138790136148649,0.05507295810598482,0.058782388426099876,0.008399403736848624,-0.015542398741526091,0.16733774393083692,0.15640411816675812,-0.004568738902706272,-0.011276058797440905,0.023283063770609055,-0.049612945724588506,0.07302352901283996,-0.042908812732590285,0.02374494920762739,-0.007262756958584771,-0.07072057732177847,-0.01875238168960924,0.008167821054203123,-0.009947047642569864,-0.0105045200797402,-0.04844074665670777,0.017845254169478155,0.03530477190782629,0.02038695187027438,0.010031723089636098,-0.025030162679680265,-0.07979586525282452,0.01482704079770767,-0.02786666671527983,-0.03314192862355461,0.007365859276146929,-0.019109723297196013,0.004360503683300491,-0.006306763311823273,-0.045311096764282355,0.02293399840042104,0.01750320388027304,0.021399984290156996,0.0023672017570329834,-0.010140236655368534,-0.01627105886683344,0.015831273117185775,0.035307036908406406,0.034309007600081085,-0.007319979204287235,-0.05563528447479854,-0.01734460487510773
C:\RA-CLIP\test_set\DRAW\90002995_00103.jpg,1,LINE_TP,-0.03371298578349374,0.20950196660951836,-0.10122303228499684,0.03688311992535995,0.2524318092136881,-0.005475868773614116,-0.21467333652560594,-0.002593121732501194,-0.0076851496667316955,0.017112505882883065,-0.06901265257642757,-0.0752352254340484,-0.022747824549927846,-0.002111000725660117,0.042967955643166036,0.02832062682704481,0.040146654853881886,0.043360426140996056,-0.02171009277907055,-0.01454268816994662,0.054496697702279225,0.016681162218816162,0.03305400849785351,-0.01759788819409716,0.025054424247429048,-0.030654583887018975,0.014467179228458594,-0.012807485717860615,0.0037188463207434713,0.03516739607463061,0.038562462994554465,0.007533291057161865,-0.055050169817704955,-0.01783907829614014,-0.01129988018859124,-0.015367420321722551,-0.018405794282073604,-0.024417678052685483,-0.0025395855092793167,-0.008402060964795469,-0.011144545052980518,0.008508210631975053,0.04082240471404314,0.026172645975075452,-0.0192467338186086,-0.009550232417828989,-0.018576184514441468,-0.03485995457480261,0.004684943217407344,-0.018704563372883395
C:\RA-CLIP\test_set\DRAW\90002996_00030.jpg,7,DRAW,-0.11186665542888362,-0.10977415009744956,0.33986399924944566,-0.021981492821713466,-0.13064852433027543,-0.18594142031413619,-0.19085436688323887,-0.00977413027143576,-0.014979956298298253,0.03855888920578239,-0.011940765499939094,0.06950639209903586,-0.0071597113255752135,-0.039737566039376254,0.0667402325282011,-0.021896783769918046,0.014710932579486203,0.014716679792848283,-0.010504474049877506,-0.001397133466691549,0.0029471691480167698,0.02205817109179284,0.0484571007457302,-0.03175680080290342,-0.030226186009226164,0.06006548873170774,-0.006181933405464511,0.036860558193469506,-0.020824138940808756,-0.015757530298209886,-0.06371568279581862,-0.024566660934166287,-0.033492682619144294,-0.018411844022674345,0.07808673718611,0.007127398052230053,-0.050074494538314,-0.007382541944243653,0.03489176728062842,0.0028815241624248226,-0.019677695758697503,0.014689086615402499,-0.012227724986776432,0.028951735833126904,-0.012929081638158375,-0.051994233334582765,-0.008290352252092879,0.04060217910090908,0.012620036396672894,0.008066345927102758
C:\RA-CLIP\test_set\DRAW\90002996_00083.jpg,5,MISC,0.5654731999776968,-0.05323904677701957,-0.02235490696951597,0.5528811784985095,-0.019601102768833804,0.0645209784728988,0.07590817957582809,-0.21674697562090003,-0.004414219596906392,-0.012385237994842698,-0.033532889631118536,0.017043179704897347,-0.0005932741696924875,0.0044102854241103535,0.0038851069650977983,0.003852902188737992,0.010217861784215933,0.03221489663317457,0.03835418092749875,-0.0016153471368407276,0.02878129546251208,-0.0015621654929489734,-0.006092108285247431,0.023251748312336486,-0.007612074152849067,0.009005620374904454,-0.017762202358882807,0.0006613436987360698,-0.0006345854912793964,-0.015329690547758956,0.0019363641959039527,0.019657566143264246,-0.019571743316442385,0.009041838630843013,-0.004200453906955935,0.026775554776563938,-0.02356410354799787,-0.00908427521744141,0.014883300441042083,-0.015935145270316982,0.0326381649585297,0.008722679050223054,0.01534599204180112,-0.018411885295510036,-0.030286596739765928,-0.025085990439857944,0.02658678423772633,0.0012820376093760767,0.020480789112179185,0.013669621713337023
