FILE,PAGE,CLASS-1,CLASS-2,CLASS-3,SCORE-1,SCORE-2,SCORE-3
30002056,143,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
30002056,304,TEXT_HW,TEXT,LINE_HW,0.999,0.001,0.0
30003050,70,TEXT_HW,LINE_HW,TEXT,0.992,0.006,0.001
30003050,73,LINE_HW,TEXT_HW,DRAW,0.999,0.001,0.0
30003051,60,LINE_HW,LINE_MIX,LINE_TP,0.734,0.266,0.001
30003051,229,LINE_MIX,LINE_HW,LINE_TP,0.924,0.076,0.0
30003052,66,LINE_MIX,LINE_HW,TEXT,0.994,0.006,0.0
30003052,129,LINE_MIX,LINE_HW,LINE_TP,0.808,0.192,0.0
30003053,35,LINE_HW,LINE_MIX,LINE_TP,0.658,0.341,0.0
30003053,179,LINE_MIX,LINE_HW,LINE_TP,0.998,0.002,0.0
30003054,197,LINE_MIX,LINE_HW,TEXT,1.0,0.0,0.0
30003054,206,LINE_MIX,LINE_HW,LINE_TP,1.0,0.0,0.0
30003055,175,LINE_MIX,LINE_HW,LINE_TP,0.589,0.411,0.0
30003055,177,LINE_HW,LINE_MIX,LINE_TP,0.911,0.089,0.0
30003056,5,LINE_HW,LINE_MIX,DRAW,1.0,0.0,0.0
30003056,248,LINE_MIX,LINE_HW,TEXT,1.0,0.0,0.0
30003068,222,LINE_MIX,LINE_HW,LINE_TP,0.752,0.248,0.0
30003068,303,LINE_HW,LINE_MIX,LINE_TP,0.931,0.068,0.001
40005355,166,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
40005355,184,MISC,DRAW,LINE_TP,0.999,0.0,0.0
40005414,272,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
40005414,442,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
40005489,50,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
40005489,146,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
40005508,121,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
40005508,173,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
40005525,36,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
40005525,59,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
40005534,46,TEXT_HW,LINE_HW,TEXT,0.978,0.022,0.0
40005534,170,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
40005539,35,TEXT_HW,LINE_HW,TEXT,0.999,0.0,0.0
40005539,170,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
40005544,80,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
40005544,148,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
40006277,493,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
40006277,692,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
40006362,83,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
40006362,447,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
40006520,268,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
40006520,299,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
40009975,79,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
40009975,474,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
40009976,69,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
40009976,417,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
71000563,24,TEXT_HW,LINE_HW,DRAW,0.978,0.021,0.001
71000563,64,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0003780,15,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0003780,237,LINE_HW,TEXT_HW,DRAW,1.0,0.0,0.0
A0018097,110,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0018097,118,TEXT_HW,LINE_HW,TEXT,0.86,0.14,0.0
A0018098,222,LINE_HW,TEXT_HW,DRAW,1.0,0.0,0.0
A0018098,346,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0027039,8,LINE_HW,LINE_MIX,TEXT_HW,1.0,0.0,0.0
A0027039,169,LINE_MIX,LINE_HW,LINE_TP,0.997,0.003,0.0
A0027040,45,LINE_HW,LINE_MIX,DRAW,1.0,0.0,0.0
A0027040,64,LINE_HW,LINE_MIX,TEXT_HW,1.0,0.0,0.0
A0027041,124,LINE_HW,LINE_MIX,DRAW,1.0,0.0,0.0
A0027041,133,LINE_HW,LINE_MIX,DRAW,1.0,0.0,0.0
A0027870,5,MISC,PHOTO,TEXT,1.0,0.0,0.0
A0027870,840,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0027873,820,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0027873,866,TEXT_HW,LINE_HW,TEXT,0.961,0.038,0.001
A0027911,39,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0027911,635,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0027925,162,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0027925,223,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0027943,130,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0027943,334,TEXT_HW,TEXT,LINE_HW,0.999,0.001,0.0
A0027947,231,TEXT_HW,TEXT,LINE_HW,0.999,0.001,0.0
A0027947,306,LINE_HW,TEXT_HW,DRAW,1.0,0.0,0.0
A0027968,147,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0027968,172,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0027979,95,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0027979,569,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0027982,167,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0027982,614,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0030239,253,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0030239,275,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0030241,174,TEXT_HW,LINE_HW,TEXT,0.999,0.0,0.0
A0030241,417,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0030245,235,TEXT_HW,TEXT,LINE_HW,0.999,0.001,0.0
A0030245,341,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0030422,156,TEXT_HW,LINE_HW,TEXT,0.986,0.013,0.001
A0030422,397,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0043897,457,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0043897,485,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0043899,59,TEXT_HW,TEXT,TEXT_TP,0.999,0.001,0.0
A0043899,141,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0043910,229,TEXT_HW,LINE_HW,TEXT,0.93,0.069,0.001
A0043910,340,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0043913,24,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0043913,81,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0043937,22,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0043937,148,MISC,PHOTO,TEXT,1.0,0.0,0.0
